Date,Item Name,Item Code,Category,Brand,Item Price,Quantity,Sales
2019-01-04,Hair Oil,HOI012,Haircare,Make Over,3000,37,111000
2019-06-03,Hair Mask,HMK011,Haircare,Wardah,2800,43,120400
2019-09-02,Eyeshadow Palette,ESP007,Makeup,Pink Flash,76400,1,76400
2019-07-05,Mascara,MAS008,Makeup,Some By Me,75300,1,75300
2019-09-13,Eyeshadow Palette,ESP007,Makeup,Pink Flash,93000,24,2232000
2019-11-18,Foundation,FND005,Makeup,YOU,21200,48,1017600
2019-01-14,Serum,SER004,Skincare,Loreal,34200,21,718200
2019-11-20,Foundation,FND005,Makeup,YOU,9000,8,72000
2019-01-08,Roll-On Perfume,ROP016,Fragrance,Salsa,29300,48,1406400
2019-05-30,Conditioner,CON010,Haircare,Krayolan,35600,45,1602000
2019-04-07,Serum,SER004,Skincare,Loreal,96600,12,1159200
2019-05-06,Mascara,MAS008,Makeup,Some By Me,18100,30,543000
2019-06-17,Hair Mask,HMK011,Haircare,Wardah,77000,35,2695000
2019-06-01,Body Mist,BMS015,Fragrance,Ivan Gunawan,49800,21,1045800
2019-03-24,Serum,SER004,Skincare,Loreal,3200,33,105600
2019-03-03,Eyeshadow Palette,ESP007,Makeup,Pink Flash,82800,35,2898000
2019-08-11,Perfume,PER013,Fragrance,OMG,19900,30,597000
2019-05-08,Cleanser,CLE003,Skincare,Maybelline,71000,22,1562000
2019-03-09,Sunscreen,SUN002,Skincare,Revlon,4200,1,4200
2019-04-28,Foundation,FND005,Makeup,YOU,90800,48,4358400
2019-11-24,Lipstick,LIP006,Makeup,BNB,35300,2,70600
2019-04-14,Cologne,COL014,Fragrance,Inez,9100,23,209300
2019-08-13,Cleanser,CLE003,Skincare,Maybelline,35800,30,1074000
2019-04-19,Mascara,MAS008,Makeup,Some By Me,88900,30,2667000
2019-08-22,Roll-On Perfume,ROP016,Fragrance,Salsa,8600,39,335400
2019-04-05,Moisturizer,MOI001,Skincare,Ultima,8600,37,318200
2019-07-05,Roll-On Perfume,ROP016,Fragrance,Salsa,60700,24,1456800
2019-01-03,Perfume,PER013,Fragrance,OMG,98900,1,98900
2019-04-18,Body Mist,BMS015,Fragrance,Ivan Gunawan,57400,33,1894200
2019-04-17,Serum,SER004,Skincare,Loreal,42100,24,1010400
2019-08-14,Cleanser,CLE003,Skincare,Maybelline,37600,47,1767200
2019-02-25,Sunscreen,SUN002,Skincare,Revlon,12200,25,305000
2019-04-11,Cologne,COL014,Fragrance,Inez,38700,25,967500
2019-01-28,Hair Mask,HMK011,Haircare,Wardah,73300,28,2052400
2019-04-22,Eyeshadow Palette,ESP007,Makeup,Pink Flash,82400,14,1153600
2019-03-01,Body Mist,BMS015,Fragrance,Ivan Gunawan,96300,11,1059300
2019-10-04,Hair Mask,HMK011,Haircare,Wardah,59200,37,2190400
2019-08-08,Cleanser,CLE003,Skincare,Maybelline,42900,25,1072500
2019-03-14,Conditioner,CON010,Haircare,Krayolan,88400,5,442000
2019-01-22,Shampoo,SHA009,Haircare,ERHA,34600,38,1314800
2019-03-10,Mascara,MAS008,Makeup,Some By Me,6600,45,297000
2019-06-05,Perfume,PER013,Fragrance,OMG,65600,2,131200
2019-02-23,Moisturizer,MOI001,Skincare,Ultima,65100,33,2148300
2019-04-23,Hair Oil,HOI012,Haircare,Make Over,35800,8,286400
2019-05-04,Conditioner,CON010,Haircare,Krayolan,41000,8,328000
2019-01-06,Cologne,COL014,Fragrance,Inez,70100,46,3224600
2019-05-01,Hair Oil,HOI012,Haircare,Make Over,17000,32,544000
2019-02-10,Shampoo,SHA009,Haircare,ERHA,38000,30,1140000
2019-12-23,Moisturizer,MOI001,Skincare,Ultima,31000,28,868000
2019-10-13,Hair Mask,HMK011,Haircare,Wardah,44300,8,354400
2019-09-04,Eyeshadow Palette,ESP007,Makeup,Pink Flash,73800,22,1623600
2019-02-28,Body Mist,BMS015,Fragrance,Ivan Gunawan,17600,2,35200
2019-02-02,Sunscreen,SUN002,Skincare,Revlon,60700,31,1881700
2019-03-22,Body Mist,BMS015,Fragrance,Ivan Gunawan,59600,22,1311200
2019-08-23,Lipstick,LIP006,Makeup,BNB,50400,23,1159200
2019-12-04,Cleanser,CLE003,Skincare,Maybelline,95200,45,4284000
2019-08-08,Hair Mask,HMK011,Haircare,Wardah,31700,7,221900
2019-06-08,Sunscreen,SUN002,Skincare,Revlon,80500,30,2415000
2019-02-20,Foundation,FND005,Makeup,YOU,15800,26,410800
2019-12-30,Cleanser,CLE003,Skincare,Maybelline,44200,46,2033200
2019-03-03,Foundation,FND005,Makeup,YOU,65000,11,715000
2019-07-07,Shampoo,SHA009,Haircare,ERHA,44100,27,1190700
2019-04-23,Roll-On Perfume,ROP016,Fragrance,Salsa,83400,42,3502800
2019-11-29,Hair Mask,HMK011,Haircare,Wardah,50900,20,1018000
2019-02-02,Mascara,MAS008,Makeup,Some By Me,5200,18,93600
2019-08-30,Eyeshadow Palette,ESP007,Makeup,Pink Flash,16000,29,464000
2019-03-21,Eyeshadow Palette,ESP007,Makeup,Pink Flash,71000,9,639000
2019-01-02,Perfume,PER013,Fragrance,OMG,76000,17,1292000
2019-11-28,Hair Oil,HOI012,Haircare,Make Over,74400,29,2157600
2019-08-04,Lipstick,LIP006,Makeup,BNB,95000,9,855000
2019-10-03,Perfume,PER013,Fragrance,OMG,92900,30,2787000
2019-02-13,Conditioner,CON010,Haircare,Krayolan,36800,14,515200
2019-10-06,Serum,SER004,Skincare,Loreal,85400,30,2562000
2019-03-29,Lipstick,LIP006,Makeup,BNB,79100,42,3322200
2019-02-17,Hair Oil,HOI012,Haircare,Make Over,69300,9,623700
2019-11-21,Moisturizer,MOI001,Skincare,Ultima,42300,30,1269000
2019-10-05,Hair Oil,HOI012,Haircare,Make Over,26100,23,600300
2019-06-03,Eyeshadow Palette,ESP007,Makeup,Pink Flash,55500,16,888000
2019-04-28,Cologne,COL014,Fragrance,Inez,74400,45,3348000
2019-10-08,Roll-On Perfume,ROP016,Fragrance,Salsa,96100,16,1537600
2019-01-21,Serum,SER004,Skincare,Loreal,78900,22,1735800
2019-11-20,Cologne,COL014,Fragrance,Inez,8000,14,112000
2019-05-21,Serum,SER004,Skincare,Loreal,2500,26,65000
2019-11-12,Roll-On Perfume,ROP016,Fragrance,Salsa,76000,10,760000
2019-01-23,Cologne,COL014,Fragrance,Inez,37800,20,756000
2019-05-11,Roll-On Perfume,ROP016,Fragrance,Salsa,49800,13,647400
2019-11-25,Lipstick,LIP006,Makeup,BNB,8700,28,243600
2019-08-04,Cleanser,CLE003,Skincare,Maybelline,45300,29,1313700
2019-05-09,Serum,SER004,Skincare,Loreal,18800,18,338400
2019-10-24,Sunscreen,SUN002,Skincare,Revlon,73400,34,2495600
2019-06-25,Eyeshadow Palette,ESP007,Makeup,Pink Flash,18600,42,781200
2019-05-25,Hair Oil,HOI012,Haircare,Make Over,90700,42,3809400
2019-11-23,Body Mist,BMS015,Fragrance,Ivan Gunawan,95700,9,861300
2019-05-11,Shampoo,SHA009,Haircare,ERHA,79800,9,718200
2019-12-01,Shampoo,SHA009,Haircare,ERHA,45100,37,1668700
2019-01-26,Hair Mask,HMK011,Haircare,Wardah,60200,23,1384600
2019-08-13,Lipstick,LIP006,Makeup,BNB,42900,38,1630200
2019-06-21,Moisturizer,MOI001,Skincare,Ultima,36300,19,689700
2019-11-18,Lipstick,LIP006,Makeup,BNB,40300,18,725400
2019-07-25,Eyeshadow Palette,ESP007,Makeup,Pink Flash,32400,40,1296000
2019-08-07,Cleanser,CLE003,Skincare,Maybelline,34700,36,1249200
2019-10-30,Foundation,FND005,Makeup,YOU,13200,13,171600
2019-07-06,Roll-On Perfume,ROP016,Fragrance,Salsa,15800,44,695200
2019-05-01,Shampoo,SHA009,Haircare,ERHA,18300,2,36600
2019-08-27,Lipstick,LIP006,Makeup,BNB,58100,33,1917300
2019-04-21,Hair Oil,HOI012,Haircare,Make Over,33600,16,537600
2019-03-08,Perfume,PER013,Fragrance,OMG,91100,22,2004200
2019-07-22,Body Mist,BMS015,Fragrance,Ivan Gunawan,41100,40,1644000
2019-01-26,Hair Oil,HOI012,Haircare,Make Over,69800,2,139600
2019-07-15,Roll-On Perfume,ROP016,Fragrance,Salsa,31400,36,1130400
2019-12-13,Shampoo,SHA009,Haircare,ERHA,60700,22,1335400
2019-11-20,Cologne,COL014,Fragrance,Inez,18900,48,907200
2019-04-18,Eyeshadow Palette,ESP007,Makeup,Pink Flash,31600,10,316000
2019-07-08,Cleanser,CLE003,Skincare,Maybelline,52600,47,2472200
2019-12-29,Conditioner,CON010,Haircare,Krayolan,90900,30,2727000
2019-05-24,Cologne,COL014,Fragrance,Inez,58300,17,991100
2019-05-24,Serum,SER004,Skincare,Loreal,83500,13,1085500
2019-01-09,Conditioner,CON010,Haircare,Krayolan,10900,35,381500
2019-11-05,Foundation,FND005,Makeup,YOU,84500,11,929500
2019-02-20,Sunscreen,SUN002,Skincare,Revlon,2600,27,70200
2019-11-16,Body Mist,BMS015,Fragrance,Ivan Gunawan,64300,12,771600
2019-01-30,Shampoo,SHA009,Haircare,ERHA,15800,7,110600
2019-07-03,Lipstick,LIP006,Makeup,BNB,73400,8,587200
2019-11-06,Hair Mask,HMK011,Haircare,Wardah,32500,3,97500
2019-01-09,Moisturizer,MOI001,Skincare,Ultima,58200,5,291000
2019-02-08,Shampoo,SHA009,Haircare,ERHA,43700,5,218500
2019-07-24,Perfume,PER013,Fragrance,OMG,87000,6,522000
2019-01-17,Hair Mask,HMK011,Haircare,Wardah,83400,30,2502000
2019-04-14,Mascara,MAS008,Makeup,Some By Me,62200,18,1119600
2019-08-30,Perfume,PER013,Fragrance,OMG,29500,45,1327500
2019-11-22,Serum,SER004,Skincare,Loreal,71400,36,2570400
2019-05-07,Eyeshadow Palette,ESP007,Makeup,Pink Flash,15400,41,631400
2019-09-01,Lipstick,LIP006,Makeup,BNB,90400,10,904000
2019-07-09,Moisturizer,MOI001,Skincare,Ultima,61300,2,122600
2019-10-01,Hair Mask,HMK011,Haircare,Wardah,47500,30,1425000
2019-02-05,Cologne,COL014,Fragrance,Inez,97500,24,2340000
2019-04-24,Moisturizer,MOI001,Skincare,Ultima,72200,4,288800
2019-06-29,Perfume,PER013,Fragrance,OMG,19900,28,557200
2019-05-22,Roll-On Perfume,ROP016,Fragrance,Salsa,59700,2,119400
2019-12-13,Roll-On Perfume,ROP016,Fragrance,Salsa,3300,36,118800
2019-05-01,Mascara,MAS008,Makeup,Some By Me,33200,40,1328000
2019-04-06,Cleanser,CLE003,Skincare,Maybelline,78100,17,1327700
2019-09-11,Hair Oil,HOI012,Haircare,Make Over,20500,32,656000
2019-05-25,Perfume,PER013,Fragrance,OMG,60800,29,1763200
2019-08-18,Hair Oil,HOI012,Haircare,Make Over,39600,7,277200
2019-04-07,Perfume,PER013,Fragrance,OMG,59700,5,298500
2019-05-18,Sunscreen,SUN002,Skincare,Revlon,32500,31,1007500
2019-12-02,Cleanser,CLE003,Skincare,Maybelline,85900,29,2491100
2019-04-19,Sunscreen,SUN002,Skincare,Revlon,83300,50,4165000
2019-01-17,Hair Oil,HOI012,Haircare,Make Over,82400,43,3543200
2019-10-21,Shampoo,SHA009,Haircare,ERHA,35900,47,1687300
2019-10-13,Hair Mask,HMK011,Haircare,Wardah,68100,9,612900
2019-09-24,Foundation,FND005,Makeup,YOU,90900,17,1545300
2019-09-03,Perfume,PER013,Fragrance,OMG,93100,42,3910200
2019-01-12,Lipstick,LIP006,Makeup,BNB,4600,24,110400
2019-11-21,Roll-On Perfume,ROP016,Fragrance,Salsa,85400,47,4013800
2019-07-28,Serum,SER004,Skincare,Loreal,42100,13,547300
2019-10-04,Serum,SER004,Skincare,Loreal,22300,11,245300
2019-08-30,Serum,SER004,Skincare,Loreal,86100,34,2927400
2019-02-10,Shampoo,SHA009,Haircare,ERHA,96400,24,2313600
2019-05-24,Conditioner,CON010,Haircare,Krayolan,4800,42,201600
2019-10-05,Cologne,COL014,Fragrance,Inez,51400,4,205600
2019-02-27,Perfume,PER013,Fragrance,OMG,85900,37,3178300
2019-09-04,Sunscreen,SUN002,Skincare,Revlon,69900,15,1048500
2019-11-21,Conditioner,CON010,Haircare,Krayolan,51800,47,2434600
2019-12-20,Conditioner,CON010,Haircare,Krayolan,60400,37,2234800
2019-08-26,Perfume,PER013,Fragrance,OMG,61500,33,2029500
2019-01-15,Hair Oil,HOI012,Haircare,Make Over,97200,32,3110400
2019-11-20,Hair Mask,HMK011,Haircare,Wardah,17300,11,190300
2019-11-21,Moisturizer,MOI001,Skincare,Ultima,44900,39,1751100
2019-09-13,Mascara,MAS008,Makeup,Some By Me,56300,32,1801600
2019-03-19,Shampoo,SHA009,Haircare,ERHA,20400,20,408000
2019-09-13,Roll-On Perfume,ROP016,Fragrance,Salsa,3900,7,27300
2019-05-02,Body Mist,BMS015,Fragrance,Ivan Gunawan,65700,49,3219300
2019-02-08,Lipstick,LIP006,Makeup,BNB,39100,46,1798600
2019-06-06,Body Mist,BMS015,Fragrance,Ivan Gunawan,11300,46,519800
2019-11-19,Mascara,MAS008,Makeup,Some By Me,6100,38,231800
2019-02-28,Conditioner,CON010,Haircare,Krayolan,17000,35,595000
2019-08-18,Hair Mask,HMK011,Haircare,Wardah,42400,19,805600
2019-04-30,Conditioner,CON010,Haircare,Krayolan,63000,42,2646000
2019-08-30,Cleanser,CLE003,Skincare,Maybelline,46700,21,980700
2019-05-28,Conditioner,CON010,Haircare,Krayolan,1300,21,27300
2019-02-11,Serum,SER004,Skincare,Loreal,56200,29,1629800
2019-11-05,Serum,SER004,Skincare,Loreal,45500,50,2275000
2019-07-06,Conditioner,CON010,Haircare,Krayolan,56500,10,565000
2019-02-10,Eyeshadow Palette,ESP007,Makeup,Pink Flash,26000,49,1274000
2019-08-01,Conditioner,CON010,Haircare,Krayolan,28100,35,983500
2019-02-09,Serum,SER004,Skincare,Loreal,28500,39,1111500
2019-09-10,Moisturizer,MOI001,Skincare,Ultima,82300,28,2304400
2019-01-12,Mascara,MAS008,Makeup,Some By Me,54900,20,1098000
2019-01-18,Serum,SER004,Skincare,Loreal,18100,28,506800
2019-06-23,Body Mist,BMS015,Fragrance,Ivan Gunawan,48200,10,482000
2019-07-24,Shampoo,SHA009,Haircare,ERHA,46500,35,1627500
2019-03-13,Perfume,PER013,Fragrance,OMG,15100,37,558700
2019-11-21,Eyeshadow Palette,ESP007,Makeup,Pink Flash,67600,14,946400
2019-04-05,Serum,SER004,Skincare,Loreal,98700,41,4046700
2019-09-23,Roll-On Perfume,ROP016,Fragrance,Salsa,64200,45,2889000
2019-05-13,Perfume,PER013,Fragrance,OMG,38000,18,684000
2019-12-27,Moisturizer,MOI001,Skincare,Ultima,53100,35,1858500
2019-08-20,Cleanser,CLE003,Skincare,Maybelline,87900,29,2549100
2019-11-11,Roll-On Perfume,ROP016,Fragrance,Salsa,50100,12,601200
2019-02-06,Conditioner,CON010,Haircare,Krayolan,98600,49,4831400
2019-01-10,Sunscreen,SUN002,Skincare,Revlon,13200,18,237600
2019-05-09,Body Mist,BMS015,Fragrance,Ivan Gunawan,17600,48,844800
2019-04-28,Moisturizer,MOI001,Skincare,Ultima,81200,43,3491600
2019-01-17,Hair Oil,HOI012,Haircare,Make Over,69400,26,1804400
2019-10-12,Lipstick,LIP006,Makeup,BNB,42200,32,1350400
2019-02-26,Sunscreen,SUN002,Skincare,Revlon,68000,35,2380000
2019-05-12,Serum,SER004,Skincare,Loreal,47200,14,660800
2019-03-22,Conditioner,CON010,Haircare,Krayolan,42700,6,256200
2019-03-19,Moisturizer,MOI001,Skincare,Ultima,56300,37,2083100
2019-10-03,Cologne,COL014,Fragrance,Inez,27600,38,1048800
2019-07-23,Moisturizer,MOI001,Skincare,Ultima,11100,9,99900
2019-12-14,Hair Oil,HOI012,Haircare,Make Over,53200,36,1915200
2019-10-01,Lipstick,LIP006,Makeup,BNB,91200,39,3556800
2019-01-14,Serum,SER004,Skincare,Loreal,58600,34,1992400
2019-01-04,Sunscreen,SUN002,Skincare,Revlon,92400,3,277200
2019-04-11,Roll-On Perfume,ROP016,Fragrance,Salsa,27500,48,1320000
2019-09-27,Moisturizer,MOI001,Skincare,Ultima,39200,24,940800
2019-08-23,Hair Oil,HOI012,Haircare,Make Over,7000,44,308000
2019-07-26,Shampoo,SHA009,Haircare,ERHA,21400,28,599200
2019-02-19,Perfume,PER013,Fragrance,OMG,33500,20,670000
2019-10-20,Foundation,FND005,Makeup,YOU,72100,12,865200
2019-02-19,Moisturizer,MOI001,Skincare,Ultima,82100,2,164200
2019-08-09,Lipstick,LIP006,Makeup,BNB,68500,50,3425000
2019-03-15,Shampoo,SHA009,Haircare,ERHA,77700,43,3341100
2019-11-24,Lipstick,LIP006,Makeup,BNB,56200,49,2753800
2019-04-10,Sunscreen,SUN002,Skincare,Revlon,88100,48,4228800
2019-10-19,Moisturizer,MOI001,Skincare,Ultima,90000,11,990000
2019-04-03,Foundation,FND005,Makeup,YOU,25100,3,75300
2019-09-02,Shampoo,SHA009,Haircare,ERHA,51700,8,413600
2019-10-25,Foundation,FND005,Makeup,YOU,88500,35,3097500
2019-12-26,Moisturizer,MOI001,Skincare,Ultima,85900,43,3693700
2019-06-29,Cologne,COL014,Fragrance,Inez,28400,34,965600
2019-08-23,Serum,SER004,Skincare,Loreal,48700,23,1120100
2019-08-05,Perfume,PER013,Fragrance,OMG,20300,13,263900
2019-01-28,Perfume,PER013,Fragrance,OMG,72600,20,1452000
2019-05-10,Shampoo,SHA009,Haircare,ERHA,58500,16,936000
2019-08-06,Hair Oil,HOI012,Haircare,Make Over,52500,26,1365000
2019-08-21,Conditioner,CON010,Haircare,Krayolan,63700,18,1146600
2019-04-08,Foundation,FND005,Makeup,YOU,68900,32,2204800
2019-09-16,Shampoo,SHA009,Haircare,ERHA,89000,40,3560000
2019-11-14,Sunscreen,SUN002,Skincare,Revlon,35900,10,359000
2019-01-28,Shampoo,SHA009,Haircare,ERHA,21800,24,523200
2019-07-21,Serum,SER004,Skincare,Loreal,68200,27,1841400
2019-07-21,Cleanser,CLE003,Skincare,Maybelline,1500,23,34500
2019-01-26,Cleanser,CLE003,Skincare,Maybelline,53100,1,53100
2019-02-20,Hair Mask,HMK011,Haircare,Wardah,75000,26,1950000
2019-07-16,Sunscreen,SUN002,Skincare,Revlon,29600,18,532800
2019-10-23,Hair Oil,HOI012,Haircare,Make Over,65400,40,2616000
2019-04-01,Shampoo,SHA009,Haircare,ERHA,9700,13,126100
2019-05-14,Shampoo,SHA009,Haircare,ERHA,51400,13,668200
2019-01-05,Cologne,COL014,Fragrance,Inez,45000,17,765000
2019-02-06,Cleanser,CLE003,Skincare,Maybelline,81100,44,3568400
2019-09-05,Hair Mask,HMK011,Haircare,Wardah,15400,32,492800
2019-10-14,Hair Mask,HMK011,Haircare,Wardah,99600,49,4880400
2019-08-28,Shampoo,SHA009,Haircare,ERHA,98500,7,689500
2019-08-01,Serum,SER004,Skincare,Loreal,55400,19,1052600
2019-10-17,Mascara,MAS008,Makeup,Some By Me,23800,19,452200
2019-03-11,Body Mist,BMS015,Fragrance,Ivan Gunawan,71100,45,3199500
2019-01-20,Serum,SER004,Skincare,Loreal,93700,28,2623600
2019-05-26,Conditioner,CON010,Haircare,Krayolan,24300,38,923400
2019-09-11,Serum,SER004,Skincare,Loreal,43900,39,1712100
2019-08-10,Conditioner,CON010,Haircare,Krayolan,31900,9,287100
2019-07-28,Foundation,FND005,Makeup,YOU,49600,47,2331200
2019-04-14,Cleanser,CLE003,Skincare,Maybelline,60400,16,966400
2019-02-03,Mascara,MAS008,Makeup,Some By Me,78900,10,789000
2019-11-16,Moisturizer,MOI001,Skincare,Ultima,20700,4,82800
2019-07-26,Body Mist,BMS015,Fragrance,Ivan Gunawan,31900,31,988900
2019-03-12,Eyeshadow Palette,ESP007,Makeup,Pink Flash,63400,34,2155600
2019-05-20,Serum,SER004,Skincare,Loreal,58700,9,528300
2019-02-28,Conditioner,CON010,Haircare,Krayolan,28400,15,426000
2019-03-31,Cologne,COL014,Fragrance,Inez,61500,13,799500
2019-10-28,Hair Oil,HOI012,Haircare,Make Over,36500,19,693500
2019-08-27,Lipstick,LIP006,Makeup,BNB,24200,5,121000
2019-12-18,Shampoo,SHA009,Haircare,ERHA,7300,7,51100
2019-02-25,Sunscreen,SUN002,Skincare,Revlon,83800,9,754200
2019-02-20,Moisturizer,MOI001,Skincare,Ultima,59500,32,1904000
2019-09-30,Cologne,COL014,Fragrance,Inez,28800,41,1180800
2019-10-02,Cleanser,CLE003,Skincare,Maybelline,66300,5,331500
2019-08-18,Eyeshadow Palette,ESP007,Makeup,Pink Flash,56800,32,1817600
2019-12-12,Shampoo,SHA009,Haircare,ERHA,67800,18,1220400
2019-05-30,Sunscreen,SUN002,Skincare,Revlon,13500,13,175500
2019-05-10,Cologne,COL014,Fragrance,Inez,7900,44,347600
2019-04-06,Serum,SER004,Skincare,Loreal,7500,19,142500
2019-12-14,Moisturizer,MOI001,Skincare,Ultima,45400,28,1271200
2019-09-26,Eyeshadow Palette,ESP007,Makeup,Pink Flash,37400,42,1570800
2019-04-24,Conditioner,CON010,Haircare,Krayolan,52400,49,2567600
2019-06-03,Sunscreen,SUN002,Skincare,Revlon,38000,4,152000
2019-12-25,Moisturizer,MOI001,Skincare,Ultima,64600,15,969000
2019-09-04,Eyeshadow Palette,ESP007,Makeup,Pink Flash,16600,7,116200
2019-01-21,Perfume,PER013,Fragrance,OMG,59400,27,1603800
2019-02-01,Moisturizer,MOI001,Skincare,Ultima,33600,45,1512000
2019-06-24,Shampoo,SHA009,Haircare,ERHA,97100,30,2913000
2019-03-30,Perfume,PER013,Fragrance,OMG,2300,23,52900
2019-11-27,Foundation,FND005,Makeup,YOU,35700,34,1213800
2019-08-31,Shampoo,SHA009,Haircare,ERHA,82700,42,3473400
2019-08-01,Eyeshadow Palette,ESP007,Makeup,Pink Flash,20600,5,103000
2019-07-17,Mascara,MAS008,Makeup,Some By Me,17600,21,369600
2019-05-09,Body Mist,BMS015,Fragrance,Ivan Gunawan,83400,21,1751400
2019-06-18,Perfume,PER013,Fragrance,OMG,96300,39,3755700
2019-02-28,Cleanser,CLE003,Skincare,Maybelline,31300,40,1252000
2019-05-04,Perfume,PER013,Fragrance,OMG,16400,15,246000
2019-07-26,Shampoo,SHA009,Haircare,ERHA,49300,42,2070600
2019-01-21,Cologne,COL014,Fragrance,Inez,91100,27,2459700
2019-06-06,Foundation,FND005,Makeup,YOU,39800,40,1592000
2019-02-17,Foundation,FND005,Makeup,YOU,58100,26,1510600
2019-01-25,Foundation,FND005,Makeup,YOU,94500,42,3969000
2019-06-28,Cologne,COL014,Fragrance,Inez,66000,44,2904000
2019-09-15,Perfume,PER013,Fragrance,OMG,46200,29,1339800
2019-10-07,Body Mist,BMS015,Fragrance,Ivan Gunawan,34000,46,1564000
2019-06-16,Lipstick,LIP006,Makeup,BNB,40500,24,972000
2019-06-24,Eyeshadow Palette,ESP007,Makeup,Pink Flash,49100,40,1964000
2019-06-08,Foundation,FND005,Makeup,YOU,30300,5,151500
2019-07-08,Lipstick,LIP006,Makeup,BNB,42300,34,1438200
2019-05-25,Roll-On Perfume,ROP016,Fragrance,Salsa,34500,37,1276500
2019-02-13,Shampoo,SHA009,Haircare,ERHA,51700,25,1292500
2019-06-10,Sunscreen,SUN002,Skincare,Revlon,75300,41,3087300
2019-09-10,Foundation,FND005,Makeup,YOU,65800,16,1052800
2019-04-15,Hair Mask,HMK011,Haircare,Wardah,87500,33,2887500
2019-06-25,Sunscreen,SUN002,Skincare,Revlon,25300,9,227700
2019-07-25,Hair Mask,HMK011,Haircare,Wardah,63100,5,315500
2019-09-28,Cleanser,CLE003,Skincare,Maybelline,26100,2,52200
2019-08-05,Roll-On Perfume,ROP016,Fragrance,Salsa,65600,48,3148800
2019-08-12,Eyeshadow Palette,ESP007,Makeup,Pink Flash,85300,25,2132500
2019-02-09,Conditioner,CON010,Haircare,Krayolan,55200,47,2594400
2019-03-18,Perfume,PER013,Fragrance,OMG,4600,22,101200
2019-11-24,Eyeshadow Palette,ESP007,Makeup,Pink Flash,34900,50,1745000
2019-12-28,Conditioner,CON010,Haircare,Krayolan,76200,36,2743200
2019-11-02,Roll-On Perfume,ROP016,Fragrance,Salsa,15700,28,439600
2019-05-02,Mascara,MAS008,Makeup,Some By Me,28400,38,1079200
2019-09-07,Foundation,FND005,Makeup,YOU,1600,1,1600
2019-09-30,Eyeshadow Palette,ESP007,Makeup,Pink Flash,64200,8,513600
2019-11-22,Hair Mask,HMK011,Haircare,Wardah,11200,26,291200
2019-06-09,Conditioner,CON010,Haircare,Krayolan,89900,20,1798000
2019-10-21,Cleanser,CLE003,Skincare,Maybelline,97100,24,2330400
2019-02-08,Serum,SER004,Skincare,Loreal,80900,24,1941600
2019-10-28,Eyeshadow Palette,ESP007,Makeup,Pink Flash,92600,48,4444800
2019-11-25,Perfume,PER013,Fragrance,OMG,27100,40,1084000
2019-10-16,Hair Mask,HMK011,Haircare,Wardah,39800,36,1432800
2019-05-12,Lipstick,LIP006,Makeup,BNB,98900,3,296700
2019-05-27,Conditioner,CON010,Haircare,Krayolan,59600,27,1609200
2019-07-22,Cleanser,CLE003,Skincare,Maybelline,55800,12,669600
2019-06-12,Serum,SER004,Skincare,Loreal,66900,39,2609100
2019-11-01,Cleanser,CLE003,Skincare,Maybelline,5500,8,44000
2019-07-04,Foundation,FND005,Makeup,YOU,51800,15,777000
2019-01-05,Conditioner,CON010,Haircare,Krayolan,76700,29,2224300
2019-06-06,Cologne,COL014,Fragrance,Inez,68300,18,1229400
2019-05-24,Shampoo,SHA009,Haircare,ERHA,47900,4,191600
2019-11-22,Moisturizer,MOI001,Skincare,Ultima,53400,34,1815600
2019-01-30,Shampoo,SHA009,Haircare,ERHA,90100,39,3513900
2019-06-10,Mascara,MAS008,Makeup,Some By Me,43000,36,1548000
2019-11-15,Eyeshadow Palette,ESP007,Makeup,Pink Flash,35000,8,280000
2019-07-20,Perfume,PER013,Fragrance,OMG,46200,13,600600
2019-06-06,Body Mist,BMS015,Fragrance,Ivan Gunawan,51300,24,1231200
2019-10-06,Foundation,FND005,Makeup,YOU,9600,41,393600
2019-11-06,Shampoo,SHA009,Haircare,ERHA,94800,46,4360800
2019-01-29,Mascara,MAS008,Makeup,Some By Me,32300,41,1324300
2019-01-15,Conditioner,CON010,Haircare,Krayolan,28800,31,892800
2019-05-03,Foundation,FND005,Makeup,YOU,18100,11,199100
2019-02-04,Lipstick,LIP006,Makeup,BNB,37800,7,264600
2019-11-22,Perfume,PER013,Fragrance,OMG,82300,5,411500
2019-05-08,Hair Mask,HMK011,Haircare,Wardah,17500,35,612500
2019-10-13,Cleanser,CLE003,Skincare,Maybelline,26800,30,804000
2019-07-02,Perfume,PER013,Fragrance,OMG,21600,8,172800
2019-04-18,Body Mist,BMS015,Fragrance,Ivan Gunawan,79000,6,474000
2019-09-27,Conditioner,CON010,Haircare,Krayolan,87400,37,3233800
2019-12-20,Hair Mask,HMK011,Haircare,Wardah,84300,10,843000
2019-11-05,Roll-On Perfume,ROP016,Fragrance,Salsa,92300,35,3230500
2019-08-08,Mascara,MAS008,Makeup,Some By Me,85900,17,1460300
2019-04-09,Lipstick,LIP006,Makeup,BNB,41000,14,574000
2019-10-23,Hair Oil,HOI012,Haircare,Make Over,49200,17,836400
2019-11-05,Sunscreen,SUN002,Skincare,Revlon,74200,48,3561600
2019-12-24,Mascara,MAS008,Makeup,Some By Me,19100,12,229200
2019-12-07,Hair Oil,HOI012,Haircare,Make Over,20900,31,647900
2019-11-01,Cleanser,CLE003,Skincare,Maybelline,94700,7,662900
